,feature,Logistic Regression,Light Gradient Boosting Machine,Ridge Classifier,mean_imp
145,146,0.09521559540679468,0.019345238095238096,0.16433799929461423,0.09296627759888233
146,147,0.2774917968903412,0.20982142857142858,0.35750703184788474,0.28160675243655153
147,148,0.09521559540679468,0.019345238095238096,0.16433799929461423,0.09296627759888233
148,149,0.09521559540679468,0.019345238095238096,0.16433799929461423,0.09296627759888233
149,150,0.0,0.0,0.0,0.0
150,151,0.28564678622038403,0.05803571428571429,0.49301399788384265,0.278898832796647
151,152,0.19043119081358936,0.03869047619047619,0.32867599858922847,0.18593255519776467
152,153,0.09521559540679468,0.019345238095238096,0.16433799929461423,0.09296627759888233
153,154,0.18227620148354653,0.19047619047619047,0.19316903255327053,0.1886404748376692
154,155,0.0,0.0,0.0,0.0
155,156,0.24496824319954694,0.24851190476190477,0.32014649086373703,0.27120887960839624
156,157,0.18227620148354653,0.19047619047619047,0.19316903255327053,0.1886404748376692
157,158,0.4400435479615862,0.41220238095238093,0.4222635420141338,0.42483649030936693
158,159,0.42055578868252436,0.31398809523809523,0.4511601912309859,0.3952346917172018
159,160,0.4535664624257707,0.5416666666666666,0.3233984071594231,0.4395438454172868
160,161,0.449024090160548,0.4211309523809524,0.39946556344839224,0.42320686866329754
161,162,0.3712034588421331,0.27976190476190477,0.4975206328250237,0.3828286654763538
162,163,0.45976799837388777,0.40029761904761907,0.5506760644011554,0.4702472272742207
163,164,0.5549835937806824,0.41964285714285715,0.7150140636957695,0.5632135048731031
164,165,0.6596165184067602,0.40922619047619047,0.6817036707993414,0.5835154598940974
165,166,0.5664397207813116,0.5357142857142857,0.5818183513078922,0.5613241192678298
166,167,0.45976799837388777,0.40029761904761907,0.5506760644011554,0.4702472272742207
167,168,0.37270739229713584,0.22916666666666666,0.521845031142499,0.3745730300354338
168,169,0.3498759668019164,0.23363095238095238,0.507293500466149,0.36360013988300594
169,170,0.8309575555122869,0.7232142857142857,0.7254280383622989,0.7598666265296238
170,171,0.5209554908546044,0.4255952380952381,0.6434303304602118,0.5299936864700181
171,172,0.5941303383859134,0.38839285714285715,0.5977821483036727,0.5267684479441478
172,173,0.0,0.0,0.0,0.0
173,174,0.0,0.0,0.0,0.0
174,175,0.4925635768394584,0.4226190476190476,0.5244259120514556,0.4798695121699872
175,176,0.0,0.0,0.0,0.0
176,177,0.0,0.0,0.0,0.0
177,178,0.0,0.0,0.0,0.0
178,179,0.0,0.0,0.0,0.0
179,180,0.0,0.0,0.0,0.0
180,181,0.0,0.0,0.0,0.0
181,182,0.0,0.0,0.0,0.0
182,183,0.49242116356342247,0.5104166666666666,0.513915573941336,0.5055844680571417
183,184,0.3287861414452075,0.16220238095238096,0.43626357608019906,0.30908403282592917
184,185,0.7549357694716512,0.5669642857142857,0.961330379649944,0.7610768116119603
185,186,0.6311204208664157,0.5104166666666666,0.5762404412274509,0.5725925095868444
186,187,0.19043119081358936,0.03869047619047619,0.32867599858922847,0.18593255519776467
187,188,0.19043119081358936,0.03869047619047619,0.32867599858922847,0.18593255519776467
188,189,0.2163919918593533,0.0625,0.3485158810786703,0.2091359576460079
189,190,0.4795219277704033,0.4538690476190476,0.5196191597522335,0.4843367117138948
190,191,0.24261851696153314,0.14732142857142858,0.27796619536019357,0.22263538029771843
191,192,0.0,0.0,0.0,0.0
192,193,0.5114308532979834,0.3392857142857143,0.5261466452376254,0.4589544042737744
193,194,0.5074812574120535,0.40625,0.46970872351769266,0.4611466603099154
194,195,0.5819864572430461,0.40625,0.6903809026368053,0.5595391199599504
195,196,0.0,0.0,0.0,0.0
196,197,0.496662084871713,0.36607142857142855,0.582709794461124,0.48181443596808854
197,198,0.45010722435602674,0.40476190476190477,0.21190956046160295,0.35559289652651155
198,199,0.09521559540679468,0.019345238095238096,0.16433799929461423,0.09296627759888233
199,200,0.18227620148354653,0.19047619047619047,0.19316903255327053,0.1886404748376692
200,201,0.09521559540679468,0.019345238095238096,0.16433799929461423,0.09296627759888233
201,202,0.6559870465843347,1.0,0.65939569913374,0.7717942485726915
202,203,0.2774917968903412,0.20982142857142858,0.35750703184788474,0.28160675243655153
203,204,0.36455240296709307,0.38095238095238093,0.38633806510654106,0.3772809496753384
204,205,0.4336036168700758,0.5342261904761905,0.2612179777508284,0.40968259503236487
205,206,0.2774917968903412,0.20982142857142858,0.35750703184788474,0.28160675243655153
206,207,0.0,0.0,0.0,0.0
207,208,0.9798726571018262,0.7410714285714286,0.9981405230213162,0.9063615362315237
208,209,0.36455240296709307,0.38095238095238093,0.38633806510654106,0.3772809496753384
209,210,0.41426160514214105,0.32142857142857145,0.48050779846936653,0.4053993250133597
210,211,0.45976799837388777,0.40029761904761907,0.5506760644011554,0.4702472272742207
211,212,0.09521559540679468,0.019345238095238096,0.16433799929461423,0.09296627759888233
212,213,0.09521559540679468,0.019345238095238096,0.16433799929461423,0.09296627759888233
213,214,0.19043119081358936,0.03869047619047619,0.32867599858922847,0.18593255519776467
214,215,0.2774917968903412,0.20982142857142858,0.35750703184788474,0.28160675243655153
215,216,0.37270739229713584,0.22916666666666666,0.521845031142499,0.3745730300354338
216,217,0.19043119081358936,0.03869047619047619,0.32867599858922847,0.18593255519776467
217,218,0.09521559540679468,0.019345238095238096,0.16433799929461423,0.09296627759888233
218,219,0.3788312630997359,0.25744047619047616,0.45348439558419296,0.36325204495813496
219,220,0.09521559540679468,0.019345238095238096,0.16433799929461423,0.09296627759888233
220,221,0.0,0.0,0.0,0.0
221,222,0.12809463627551165,0.06398809523809523,0.15999303318605188,0.11735858823321958
222,223,0.3262426877426625,0.27529761904761907,0.34806639249829785,0.31653556642952646
223,224,0.09521559540679468,0.019345238095238096,0.16433799929461423,0.09296627759888233
224,225,0.18227620148354653,0.19047619047619047,0.19316903255327053,0.1886404748376692
225,226,0.19043119081358936,0.03869047619047619,0.32867599858922847,0.18593255519776467
226,227,0.09521559540679468,0.019345238095238096,0.16433799929461423,0.09296627759888233
227,228,0.09521559540679468,0.019345238095238096,0.16433799929461423,0.09296627759888233
228,229,0.39579466097113997,0.33779761904761907,0.5491722175033551,0.42758816584070475
229,230,0.45976799837388777,0.40029761904761907,0.5506760644011554,0.4702472272742207
230,231,0.28564678622038403,0.05803571428571429,0.49301399788384265,0.278898832796647
231,232,0.25312323252958974,0.09672619047619048,0.45565345689969505,0.26850095996849177
232,233,0.43609825101068844,0.20684523809523808,0.6110505446546816,0.41799801125353603
233,234,0.19043119081358936,0.03869047619047619,0.32867599858922847,0.18593255519776467
234,235,0.0,0.0,0.0,0.0
235,236,0.0,0.0,0.0,0.0
236,237,0.0,0.0,0.0,0.0
237,238,0.0,0.0,0.0,0.0
238,239,0.6466416959146702,0.5535714285714286,0.7517925974182545,0.6506685739681178
239,240,0.0,0.0,0.0,0.0
240,241,0.0,0.0,0.0,0.0
241,242,0.5549835937806824,0.41964285714285715,0.7150140636957695,0.5632135048731031
242,243,0.4747569285726699,0.30357142857142855,0.6293635224375538,0.4692306265272174
243,244,0.19043119081358936,0.03869047619047619,0.32867599858922847,0.18593255519776467
244,245,0.0992827489915151,0.052083333333333336,0.12334772882426964,0.09157127038303936
245,246,0.5068964672618712,0.4494047619047619,0.4500524626260073,0.4687845639308801
246,247,0.3821332372135319,0.34077380952380953,0.40178930784011546,0.3748987848591523
247,248,0.36455240296709307,0.38095238095238093,0.38633806510654106,0.3772809496753384
248,249,0.39143863904675147,0.25148809523809523,0.4656213985192183,0.36951604426802165
249,250,0.33908033317645886,0.34077380952380953,0.36851508531110305,0.3494564093371238
250,251,0.44609120963445664,0.23809523809523808,0.4902128272164523,0.391466424982049
251,252,0.28564678622038403,0.05803571428571429,0.49301399788384265,0.278898832796647
252,253,0.0,0.0,0.0,0.0
253,254,0.5359394002186125,0.6502976190476191,0.43832233983610563,0.5415197863674457
254,255,0.5549835937806824,0.41964285714285715,0.7150140636957695,0.5632135048731031
255,256,0.3962483969732948,0.3556547619047619,0.3149000393748475,0.3556010660843014
256,257,0.6931223883080418,0.5863095238095238,0.64334610250928,0.6409260048756152
257,258,0.5455257917334748,0.5267857142857143,0.4960167574044346,0.5227760878078747
258,259,0.5549835937806824,0.41964285714285715,0.7150140636957695,0.5632135048731031
259,260,0.3513162095215248,0.21428571428571427,0.39756022784058986,0.3210540505492763
260,261,0.6405318654594849,0.5565476190476191,0.6212917027382999,0.6061237290818013
261,262,0.19043119081358936,0.03869047619047619,0.32867599858922847,0.18593255519776467
262,263,0.0,0.0,0.0,0.0
263,264,0.36455240296709307,0.38095238095238093,0.38633806510654106,0.3772809496753384
264,265,0.40797540032733703,0.27827380952380953,0.4069352035666209,0.36439480447258915
265,266,0.0,0.0,0.0,0.0
266,267,0.0,0.0,0.0,0.0
267,268,0.0,0.0,0.0,0.0
268,269,0.09521559540679468,0.019345238095238096,0.16433799929461423,0.09296627759888233
269,270,0.09521559540679468,0.019345238095238096,0.16433799929461423,0.09296627759888233
270,271,0.0626920417160004,0.05803571428571429,0.12697745831046653,0.08256840477072708
271,272,0.2601330460454464,0.12946428571428573,0.3354802713731582,0.24169253437763008
272,273,0.0,0.0,0.0,0.0
273,274,0.09521559540679468,0.019345238095238096,0.16433799929461423,0.09296627759888233
274,275,0.0,0.0,0.0,0.0
275,276,0.45976799837388777,0.40029761904761907,0.5506760644011554,0.4702472272742207
276,277,0.19043119081358936,0.03869047619047619,0.32867599858922847,0.18593255519776467
277,278,0.17245737805356265,0.05357142857142857,0.2977553933746531,0.17459473333321476
278,279,0.19043119081358936,0.03869047619047619,0.32867599858922847,0.18593255519776467
279,280,0.0,0.0,0.0,0.0
280,281,0.09521559540679468,0.019345238095238096,0.16433799929461423,0.09296627759888233
281,282,0.4055864331658528,0.27380952380952384,0.5175000650339366,0.3989653406697711
282,283,0.0,0.0,0.0,0.0
283,284,0.36455240296709307,0.38095238095238093,0.38633806510654106,0.3772809496753384
284,285,0.19043119081358936,0.03869047619047619,0.32867599858922847,0.18593255519776467
285,286,0.19043119081358936,0.03869047619047619,0.32867599858922847,0.18593255519776467
286,287,0.0,0.0,0.0,0.0
287,288,0.0,0.0,0.0,0.0
288,289,0.7372597952642289,0.6101190476190477,0.90818309624904,0.7518539797107722
289,290,0.5301274684699849,0.43005952380952384,0.6965999770369594,0.5522623231054894
290,291,0.6205692727093141,0.4270833333333333,0.7935933659616119,0.6137486573347531
291,292,0.4272444446830935,0.43898809523809523,0.5133155234170076,0.4598493544460654
292,293,0.37270739229713584,0.22916666666666666,0.521845031142499,0.3745730300354338
293,294,0.19043119081358936,0.03869047619047619,0.32867599858922847,0.18593255519776467
294,295,0.2774917968903412,0.20982142857142858,0.35750703184788474,0.28160675243655153
295,296,0.18227620148354653,0.19047619047619047,0.19316903255327053,0.1886404748376692
296,297,0.45976799837388777,0.40029761904761907,0.5506760644011554,0.4702472272742207
297,298,0.5612627152794696,0.30952380952380953,0.6353346854837858,0.5020404034290217
298,299,0.45976799837388777,0.40029761904761907,0.5506760644011554,0.4702472272742207
299,300,0.45976799837388777,0.40029761904761907,0.5506760644011554,0.4702472272742207
300,301,0.09521559540679468,0.019345238095238096,0.16433799929461423,0.09296627759888233
301,302,0.4155353023390259,0.3898809523809524,0.35917214947554055,0.38819613473183967
302,303,0.5181048418006683,0.3392857142857143,0.6207780467011381,0.4927228675958402
303,304,0.2774917968903412,0.20982142857142858,0.35750703184788474,0.28160675243655153
304,305,0.19043119081358936,0.03869047619047619,0.32867599858922847,0.18593255519776467
305,306,0.7034991292334163,0.625,0.5644275281953954,0.6309755524762706
306,307,0.44577196046547707,0.23809523809523808,0.36985998387179353,0.3512423941441696
307,308,0.0,0.0,0.0,0.0
308,309,0.285680268522054,0.11458333333333333,0.49985269080660755,0.30003876422066494
309,310,0.6487497895227274,0.47767857142857145,0.7504687336490632,0.6256323648667873
310,311,0.6342480636017811,0.59375,0.6051525205731701,0.6110501947249838
311,312,0.12361399068636868,0.12648809523809523,0.0951600277026045,0.1150873712090228
312,313,0.634644903541874,0.3854166666666667,0.6346404087471834,0.5515673263185747
313,314,0.19043119081358936,0.03869047619047619,0.32867599858922847,0.18593255519776467
314,315,0.37270739229713584,0.22916666666666666,0.521845031142499,0.3745730300354338
315,316,0.0,0.0,0.0,0.0
316,317,0.2774917968903412,0.20982142857142858,0.35750703184788474,0.28160675243655153
317,318,0.5232029784741714,0.4017857142857143,0.6366042438636078,0.5205309788744978
318,319,0.19043119081358936,0.03869047619047619,0.32867599858922847,0.18593255519776467
319,320,0.36528103647197857,0.3005952380952381,0.34362251930521365,0.33649959795747675
320,321,0.6628661381532494,0.43154761904761907,1.0,0.6981379190669562
321,322,0.183004834988432,0.11011904761904762,0.1504534867519431,0.14785912311980756
322,323,0.18227620148354653,0.19047619047619047,0.19316903255327053,0.1886404748376692
323,324,0.36455240296709307,0.38095238095238093,0.38633806510654106,0.3772809496753384
324,325,0.28120065738460426,0.24851190476190477,0.3186103223861976,0.28277429484423555
325,326,0.2774917968903412,0.20982142857142858,0.35750703184788474,0.28160675243655153
326,327,0.09521559540679468,0.019345238095238096,0.16433799929461423,0.09296627759888233
327,328,0.19043119081358936,0.03869047619047619,0.32867599858922847,0.18593255519776467
328,329,0.12809463627551165,0.06398809523809523,0.15999303318605188,0.11735858823321958
329,330,0.19043119081358936,0.03869047619047619,0.32867599858922847,0.18593255519776467
330,331,0.28564678622038403,0.05803571428571429,0.49301399788384265,0.278898832796647
331,332,0.08204954614317028,0.011904761904761904,0.12471234009652055,0.07288888271481758
332,333,0.0,0.0,0.0,0.0
333,334,0.0,0.0,0.0,0.0
334,335,0.0,0.0,0.0,0.0
335,336,0.0,0.0,0.0,0.0
336,337,0.0,0.0,0.0,0.0
337,338,0.0,0.0,0.0,0.0
338,339,0.0,0.0,0.0,0.0
339,340,0.0,0.0,0.0,0.0
340,341,0.0,0.0,0.0,0.0
341,342,0.0,0.0,0.0,0.0
342,343,0.0,0.0,0.0,0.0
343,344,0.0,0.0,0.0,0.0
344,345,0.0,0.0,0.0,0.0
345,346,0.0,0.0,0.0,0.0
346,347,0.19043119081358936,0.03869047619047619,0.32867599858922847,0.18593255519776467
347,348,0.22331023168230632,0.08333333333333333,0.3243310324806661,0.2103248658321019
348,349,0.2544242099437008,0.0744047619047619,0.1565742921614213,0.16180108800329465
349,350,0.19043119081358936,0.03869047619047619,0.32867599858922847,0.18593255519776467
350,351,0.19043119081358936,0.03869047619047619,0.32867599858922847,0.18593255519776467
351,352,0.22331023168230632,0.08333333333333333,0.3243310324806661,0.2103248658321019
352,353,0.09521559540679468,0.019345238095238096,0.16433799929461423,0.09296627759888233
353,354,0.0,0.0,0.0,0.0
354,355,0.29079489900706484,0.22023809523809523,0.19786603111727838,0.23629967512081285
355,356,0.19043119081358936,0.03869047619047619,0.32867599858922847,0.18593255519776467
356,357,0.19043119081358936,0.03869047619047619,0.32867599858922847,0.18593255519776467
357,358,0.36455240296709307,0.38095238095238093,0.38633806510654106,0.3772809496753384
358,359,0.19043119081358936,0.03869047619047619,0.32867599858922847,0.18593255519776467
359,360,0.09521559540679468,0.019345238095238096,0.16433799929461423,0.09296627759888233
360,361,0.19043119081358936,0.03869047619047619,0.32867599858922847,0.18593255519776467
361,362,0.4076945041343775,0.7410714285714286,0.3089604344911753,0.48590878906566043
362,363,0.0,0.0,0.0,0.0
363,364,0.0,0.0,0.0,0.0
364,365,0.5324791399939506,0.2663690476190476,0.6470422327863816,0.48196347346645996
365,366,0.19043119081358936,0.03869047619047619,0.32867599858922847,0.18593255519776467
366,367,0.19043119081358936,0.03869047619047619,0.32867599858922847,0.18593255519776467
367,368,0.7137736266515989,0.5267857142857143,0.8192422933110057,0.6866005447494397
368,369,0.37270739229713584,0.22916666666666666,0.521845031142499,0.3745730300354338
369,370,0.3947147185724198,0.26339285714285715,0.3213728709389993,0.3264934822180921
370,371,0.37270739229713584,0.22916666666666666,0.521845031142499,0.3745730300354338
371,372,0.6230232903390619,0.5520833333333334,0.6011088114777735,0.592071811716723
372,373,0.19043119081358936,0.03869047619047619,0.32867599858922847,0.18593255519776467
373,374,0.18227620148354653,0.19047619047619047,0.19316903255327053,0.1886404748376692
374,375,0.5649745368364131,0.5133928571428571,0.6255332803413872,0.5679668914402192
375,376,0.0,0.0,0.0,0.0
376,377,0.0,0.0,0.0,0.0
377,378,0.3180748764358343,0.18303571428571427,0.31941097939789953,0.27350719003981605
378,379,0.7225679560802774,0.5029761904761905,0.9955298533300927,0.7403579999621869
379,380,0.6992195744825639,0.5684523809523809,0.8406040336469399,0.702758663027295
380,381,0.19043119081358936,0.03869047619047619,0.32867599858922847,0.18593255519776467
381,382,0.6666052266417122,0.40327380952380953,0.8043152667148611,0.6247314342934609
382,383,0.28564678622038403,0.05803571428571429,0.49301399788384265,0.278898832796647
383,384,0.5549835937806824,0.41964285714285715,0.7150140636957695,0.5632135048731031
384,385,0.45976799837388777,0.40029761904761907,0.5506760644011554,0.4702472272742207
385,386,0.6541112212027169,0.46875,0.8589782837740907,0.6606131683256026
386,387,0.0,0.0,0.0,0.0
387,388,0.6501991891874772,0.43898809523809523,0.8793520629903837,0.6561797824719854
388,389,0.45976799837388777,0.40029761904761907,0.5506760644011554,0.4702472272742207
389,390,0.5846507615472768,0.5104166666666666,0.6215340886228011,0.5722005056122482
390,391,0.8088065056745513,0.4791666666666667,0.8567079637200438,0.7148937120204205
391,392,0.2774917968903412,0.20982142857142858,0.35750703184788474,0.28160675243655153
392,393,0.4679229877039306,0.24851190476190477,0.6861830304371133,0.46753930763431617
393,394,0.36455240296709307,0.38095238095238093,0.38633806510654106,0.3772809496753384
394,395,0.5779324360928147,0.4375,0.5553637870763795,0.5235987410563981
395,396,0.5719325770777879,0.4255952380952381,0.6538709576882824,0.5504662576204361
396,397,0.45976799837388777,0.40029761904761907,0.5506760644011554,0.4702472272742207
397,398,0.3993439845790573,0.12797619047619047,0.6980364628618072,0.40845221263901826
398,399,0.3491620065821,0.2693452380952381,0.41830459317572066,0.34560394595101956
399,400,0.09521559540679468,0.019345238095238096,0.16433799929461423,0.09296627759888233
400,401,0.47331932566717966,0.6473214285714286,0.21965408651659254,0.4467649469184003
401,402,0.28564678622038403,0.05803571428571429,0.49301399788384265,0.278898832796647
402,403,0.09521559540679468,0.019345238095238096,0.16433799929461423,0.09296627759888233
403,404,0.18227620148354653,0.19047619047619047,0.19316903255327053,0.1886404748376692
404,405,0.0,0.0,0.0,0.0
405,406,0.31637237600479945,0.34672619047619047,0.3332367125720789,0.33211175968435624
406,407,0.19043119081358936,0.03869047619047619,0.32867599858922847,0.18593255519776467
407,408,0.3977076014183031,0.48660714285714285,0.42599112354427,0.43676862260657195
408,409,0.3545991735076573,0.6116071428571429,0.39994513552037686,0.45538381729505906
409,410,0.09521559540679468,0.019345238095238096,0.16433799929461423,0.09296627759888233
410,411,0.09521559540679468,0.019345238095238096,0.16433799929461423,0.09296627759888233
411,412,0.09521559540679468,0.019345238095238096,0.16433799929461423,0.09296627759888233
412,413,0.5445508989789922,0.35267857142857145,0.5917590723378395,0.4963295142484678
413,414,0.09521559540679468,0.019345238095238096,0.16433799929461423,0.09296627759888233
414,415,0.0,0.0,0.0,0.0
415,416,0.7190027148410036,0.5565476190476191,0.7744320564690117,0.6833274634525447
416,417,0.5187977444998135,0.35119047619047616,0.7190615974355948,0.5296832727086281
417,418,0.28799522163194313,0.2261904761904762,0.42396012613403217,0.3127152746521505
418,419,0.0,0.0,0.0,0.0
419,420,0.0,0.0,0.0,0.0
420,421,0.09521559540679468,0.019345238095238096,0.16433799929461423,0.09296627759888233
421,422,0.19043119081358936,0.03869047619047619,0.32867599858922847,0.18593255519776467
422,423,0.19043119081358936,0.03869047619047619,0.32867599858922847,0.18593255519776467
423,424,0.09521559540679468,0.019345238095238096,0.16433799929461423,0.09296627759888233
424,425,0.0,0.0,0.0,0.0
425,426,0.4900128187898688,0.23809523809523808,0.506688774011204,0.41159894363210364
426,427,0.19043119081358936,0.03869047619047619,0.32867599858922847,0.18593255519776467
